issue,word,pages,count
70,provincial,10,1
78,provisional,2,1
78,pseudonym,"6,7",2
74,pssis,9,1
74,publicise,2,1
66,publisher,6,1
78,publisher,6,1
78,pupils,4,1
74,purely,8,1
78,purse,2,1
78,puzzler,8,1
66,puzzlers,"1,3",2
70,puzzlers,4,1
74,puzzlers,6,1
66,queen,"3,10",2
70,queen,8,1
66,rachel,"2,3",2
78,rachel,6,1
78,radiant,8,1
74,radiotherapy,4,1
74,railway,"4,8",5
74,ranger,8,1
66,raphael,3,1
70,raphael,"2,3",2
78,raphael,"8,9",2
74,raring,4,1
74,ratcatchers,9,1
61,ravensburger,4,1
78,ravensburger,7,2
61,reader,7,1
74,readers,5,1
78,rebecca,6,1
61,recently,"5,6,10",3
61,rectangular,7,1
74,refreshments,10,1
70,regent,10,1
66,regime,4,1
66,regional,9,1
70,reinstate,8,1
70,relatively,6,1
74,relatively,3,1
78,remedy,9,1
70,reminders,5,1
74,reminiscences,1,1
74,reminiscent,6,1
74,renewal,5,1
78,renoir,7,1
74,renowned,9,1
74,rental,6,1
66,reoriented,5,1
66,replacement,8,1
70,replacement,7,1
78,reporter,7,1
70,reproduced,10,1
74,reproductions,8,1
78,reproductions,9,1
70,reputed,9,1
70,researcher,3,1
70,resistance,7,1
74,resistance,2,1
74,response,4,1
78,response,9,1
74,restaurant,9,1
66,restaurants,8,1
61,resultant,8,1
78,retail,8,1
70,retailing,7,1
78,retirement,4,1
70,retreat,10,1
78,retriever,6,1
78,retrievers,6,1
78,revnolds,7,1
74,revolution,8,1
61,reynolds,"2,4",2
66,reynolds,9,1
78,reynolds,7,1
61,richard,4,2
70,richard,5,1
74,richard,5,1
78,richard,3,1
78,richards,2,1
70,ridges,4,1
74,risborough,"6,9",2
78,risborough,1,1
70,robbins,3,1
74,robertson,10,2
78,robins,5,1
66,roger,10,1
78,rogue,5,1
74,roller,8,1
70,rooting,3,1
66,rosemary,"3,10",3
70,rosemary,5,1
74,rosemary,"4,10",2
78,rosemary,3,1
78,roundabout,3,1
70,rowles,5,1
66,royalty,3,1
66,royce,9,1
74,rpdean,5,1
78,rubber,10,1
66,rugby,1,1
78,rugger,9,1
70,rumbled,9,1
66,rushmere,3,1
70,rushmere,3,2
78,rushmere,5,1
70,rushrnere,4,1
78,rushrnere,5,1
78,rushworth,5,1
66,russell,10,1
61,rutherford,6,1
74,saddened,7,1
78,saddened,3,1
74,sadness,2,1
78,safari,5,1
74,safely,4,1
78,safety,6,1
61,saffron,10,1
61,salesman,9,1
66,sally,4,1
78,sally,"3,4",4
70,salmon,8,1
61,sandpaper,"7,8",2
66,sandringham,10,1
66,sandstone,9,1
70,satire,4,1
70,satona,7,4
74,saunders,10,1
61,sawdust,7,1
61,sawman,4,1
70,scandanavia,7,1
78,scarcity,10,1
78,scarff,5,1
61,scene,"2,6",2
74,scene,"4,8",4
78,scene,"5,10",4
61,scenes,"2,3,7",3
66,scenes,6,1
70,scenes,7,1
74,scenes,8,1
66,schofield,3,2
74,schofield,4,1
74,scholar,2,1
78,schoolchildren,4,1
70,schoolroom,8,1
78,schooner,9,1
78,schooners,9,1
70,schweppes,7,1
74,scofield,10,1
74,scott,10,2
78,scottie,6,1
66,scottish,4,1
78,seafield,4,1
70,seafront,10,1
66,seahorse,9,2
70,seaside,"9,10",2
70,secondhand,9,1
70,sectional,10,1
66,sector,1,1
70,seized,3,1
78,selsey,5,1
74,sentiment,6,1
66,september,"3,4,9",3
70,september,5,2
74,september,3,1
78,september,"3,5",2
74,sequel,2,1
78,serendipity,5,1
61,series,"2,9",3
74,series,"3,6,7,8",8
78,series,"2,5,6,7,8,9",8
66,shearer,"3,5",2
70,shefrin,8,6
66,shield,9,1
70,shillings,6,1
70,shortages,6,1
74,shortly,3,1
74,shuttleworth,10,1
74,sideshows,8,1
70,sidmouth,"9,10",7
66,signature,9,2
74,signature,8,1
78,signature,"9,10",2
78,signatures,10,1
74,silence,3,1
66,silhouettes,9,1
66,silvia,9,1
61,simply,8,1
66,simpson,9,1
70,simpson,7,1
74,sincere,7,1
70,sincerely,4,1
78,sincerely,9,1
66,skill,3,1
66,skills,3,1
70,skills,7,2
70,slater,3,1
78,slater,5,1
78,slogan,9,1
74,smarties,9,1
74,snacks,8,1
74,snapshots,8,1
70,snippet,7,1
74,snippets,9,1
78,snippets,4,1
61,solution,7,1
70,solvent,4,1
78,sopieces,2,1
78,southbound,3,1
74,southernism,4,1
66,southington,1,1
70,southington,1,1
74,southington,1,1
78,southington,1,1
78,souvenirs,10,1
66,sovereigns,4,1
78,sovereigns,2,1
74,spain,3,1
78,spain,4,1
74,specialised,2,1
66,specialises,8,1
61,specialising,5,1
61,specialist,4,1
78,specialists,3,1
66,speciality,8,1
70,speciality,3,1
70,specially,5,1
74,specially,6,1
70,specifically,7,1
74,spectacular,5,1
61,spencer,5,1
74,spiey,9,1
66,spiller,10,1
70,spilsbury,8,8
74,spilsbury,2,1
78,spilsbury,4,2
66,spiral,7,1
66,spitfire,8,1
74,splendid,"3,4",2
74,springbok,8,1
74,spurred,6,1
66,stack,7,1
66,stained,9,1
78,stamford,5,1
61,stanfield,10,1
61,stationer,9,1
61,steadily,3,1
70,steering,4,1
70,sterling,4,1
78,sterling,5,1
70,steve,2,1
74,steve,3,1
78,steve,1,1
66,steven,3,1
74,stockholm,5,1
78,stokes,2,1
70,stoneygate,5,1
74,stoneygate,5,1
66,stortford,3,1
61,stotfold,"3,5,6",4
70,strand,10,1
78,strathcona,9,5
70,studdy,4,1
66,studios,8,1
61,stvle,8,1
78,sudoku,7,1
78,sulman,5,1
66,summit,10,1
74,sunny,3,1
78,sunshine,5,1
74,superb,8,1
74,superbly,4,1
70,supplant,9,1
61,supplier,10,1
61,suppliers,10,1
78,supporters,"9,10",2
70,surpassing,4,1
61,surplus,4,1
66,surplus,4,1
70,surplus,3,1
78,surplus,5,1
70,surprisingly,9,1
78,surprisingly,5,1
74,surrounded,7,1
61,surrounding,6,1
74,surrounding,7,1
70,surroundings,10,1
66,susannah,5,1
70,sussex,3,1
78,sussex,5,1
61,sutton,6,1
61,sweepers,"2,6",2
66,sydney,9,1
74,sympathies,2,1
70,sympathy,5,1
78,sympathy,3,1
61,tacey,10,1
78,tailwagger,6,1
74,talented,2,1
78,talented,"1,6",2
61,tales,10,1
74,tales,4,1
78,tales,6,1
70,tassell,6,2
61,taunton,5,1
78,tavern,10,2
66,taylor,3,1
70,tchful,3,1
74,teacher,3,1
66,teape,6,1
61,technique,9,1
66,technique,9,1
66,techniques,9,2
74,technological,8,1
78,teens,2,1
78,tempted,7,1
66,tennis,7,1
74,terlocking,7,1
78,terrarum,7,2
66,terriers,9,1
61,terry,9,1
78,textiles,9,1
74,thame,9,1
70,thatched,10,1
61,theatre,10,1
66,theatres,8,1
66,theme,"1,3,4",3
70,theme,"1,4",2
74,theme,"3,10",2
78,theme,"3,5",2
61,themed,3,1
66,themed,"3,4",2
78,themes,10,1
74,thereon,8,1
61,thinly,7,1
66,thornton,10,1
74,thoroughly,4,1
70,thrill,3,1
74,thrilled,4,1
78,thrilled,6,1
70,thyne,7,1
66,tilden,9,1
74,titbits,9,1
66,tiverton,6,1
70,tomtyler,5,1
61,topical,7,1
70,topography,10,1
74,torgrim,2,2
78,torrential,5,1
70,totally,8,1
78,totius,7,1
66,toymaker,7,1
66,toyzinit,7,4
66,trademark,6,1
78,trademark,6,1
78,tragic,1,1
70,transformed,10,1
78,translucent,10,1
70,traveller,10,1
70,travellers,10,1
74,travellers,5,1
66,treadle,"6,7",2
66,trelawne,1,1
70,trelawne,1,1
74,trelawne,1,1
78,trelawne,1,1
78,trepidation,7,1
78,tribute,"1,7",2
70,tricia,4,2
74,tricia,4,1
78,tricia,5,1
70,trickles,9,1
66,tricky,5,1
61,trouser,6,1
66,trowbridge,10,1
61,truro,6,1
70,tudor,5,1
78,tugging,2,1
74,tumbled,4,1
78,turner,5,2
74,twinkle,8,1
74,twinkling,8,1
66,twirl,3,1
61,tyler,"2,4,6,10",5
66,tyler,"1,3,6,7,8",6
70,tyler,"1,4,6,8,9",7
74,tyler,2,1
78,tyler,"1,3,5,6",7
78,tyres,5,1
78,ukreynolds,7,1
74,ullesthorpe,9,1
70,uncle,7,1
78,uncle,8,1
78,unconsciously,1,1
70,undercroft,5,1
66,underside,3,1
74,unfairly,4,1
66,unfinished,3,1
78,unforeseen,3,1
78,unloading,5,1
74,unscrupulous,2,1
78,unsold,10,1
61,upside,8,1
78,uzzle,8,1
78,valentines,6,1
74,valerie,3,2
61,valley,"5,10",2
66,valley,"2,3,6,8",6
70,valley,"2,3,10",3
74,valley,"3,4,8,10",5
78,valley,"2,5",5
74,vanilla,9,1
61,variety,7,1
66,variety,4,2
70,variety,"4,7",2
78,variety,"9,10",2
70,vaulted,5,1
78,vegetables,3,1
61,vendeen,4,1
78,venture,"9,10",2
78,vermont,10,1
66,versatile,7,1
78,veterinary,6,1
78,vicar,3,1
66,vicarage,1,1
70,victoria,8,1
61,victory,"4,10",2
66,victory,"3,7",5
74,viewer,5,1
66,vikings,5,2
70,vindicated,7,1
74,vision,4,1
70,visitors,10,2
74,visitors,10,1
78,visscher,7,2
74,vouch,10,1
61,waddington,"3,4,10",3
70,waddington,"3,6,7",10
74,waddington,4,1
78,waddington,7,1
61,waddingtons,2,1
66,waddingtons,4,1
70,waddingtons,"6,7",3
78,waddingtons,5,2
74,wafer,9,1
70,wafting,4,1
78,waist,7,1
61,walden,10,1
74,walker,4,1
66,wallis,"9,10",3
70,wallis,"9,10",12
74,wallis,2,1
78,wallis,6,1
66,walter,10,1
74,warden,10,1
70,warmly,"1,5",2
70,warren,5,1
66,wartime,1,1
74,wartime,3,1
66,warwickshire,1,1
66,watchful,9,1
70,watercolourist,10,1
61,wealth,5,1
70,wealthy,"8,10",4
74,weary,5,1
70,weather,4,1
74,weather,5,1
66,weber,10,1
66,website,5,1
78,website,4,1
78,weekly,9,1
74,welcom,3,1
61,wendy,4,1
74,wendy,"3,4",4
66,wentworth,6,1
74,westacre,2,1
61,whilst,7,1
70,whilst,3,1
78,whilst,"2,6",2
66,whimsies,7,1
61,whippet,"2,4",2
78,whitear,5,1
66,whitehill,10,1
70,whitmore,3,1
78,whitmore,5,1
61,whitworth,3,1
66,widmer,10,1
66,wiggins,6,1
66,wight,4,1
70,wight,5,2
74,wight,10,1
78,wilfred,"8,9,10",8
78,wilfrid,8,1
61,william,5,3
78,william,6,1
61,williams,"2,3,4,6",5
66,williams,"9,10",2
70,williams,8,1
74,williams,6,1
78,williams,"2,3,6,8",6
74,williamson,8,1
70,willoughby,10,1
78,wilson,5,1
74,winchester,2,1
66,windsor,9,2
74,winner,3,1
66,winslow,10,1
78,winsome,6,1
70,winter,"1,5",2
74,winter,"3,8",2
78,winter,9,3
74,wirral,3,1
78,wisley,3,1
66,wonderland,3,1
70,wonderland,6,1
66,woodcock,3,2
61,woollies,6,1
66,worcester,8,1
78,wording,6,1
61,worker,"8,9",3
78,worker,8,1
61,workers,9,1
74,workers,6,1
78,workers,9,1
78,workforce,3,1
66,workshop,8,1
78,worsfold,7,1
70,wychbold,1,1
78,wymondham,3,1
78,yielded,7,1
61,yields,9,1
78,yorkshire,3,1
78,youngsters,4,2
66,zealand,"1,8",3
